Date Of Stop,Month,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Personal Injury,Property Damage,Fatal,Commercial License,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation
7/12/2017,Jul-17,13:16:00,MCP,"6th district, Gaithersburg / Montgomery Village","LEAVING UNATTENDED VEH. W/O STOPPING ENGINE, LOCKING IGNITION, REMOVING KEY & SETTING BRAKE",CRABBS BRANCH NEXT TO GATE 2/MCDONALD'S,39.12966833,-77.16781833,No Accident,No Personal Injury,No Property Damage,Not Fatal,Commercial License,Not Alchol Related,Not in a Work Zone,MD,06 - Heavy Duty Truck,2014,MACK,TK,WHITE,Warning,21-1101(a),Transportation Article,No,OTHER,M,BRUNSWICK,MD,MD,A - Marked Patrol,"(39.1296683333333, -77.1678183333333)"
7/12/2017,Jul-17,7:15:00,MCP,"1st district, Rockville",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 52 MPH IN A POSTED 30 MPH ZONE,WHITES FERRY RD @ SUGARLAND RD,39.12825167,-77.34672167,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2004,VOLV,4S,WHITE,Citation,21-801.1,Transportation Article,No,WHITE,F,POOLESVILLE,MD,MD,Q - Marked Laser,"(39.1282516666667, -77.3467216666667)"
7/12/2017,Jul-17,7:24:00,MCP,"1st district, Rockville",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 52 MPH IN A POSTED 30 MPH ZONE,WHITES FERRY RD @ SUGARLAND RD,39.12825167,-77.34672167,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2016,FORD,TK,BLUE,Citation,21-801.1,Transportation Article,No,WHITE,M,FREDERICK,MD,MD,Q - Marked Laser,"(39.1282516666667, -77.3467216666667)"
7/12/2017,Jul-17,7:32:00,MCP,"1st district, Rockville",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 45 MPH IN A POSTED 30 MPH ZONE,WHITES FERRY RD @ SUGARLAND RD,39.12825167,-77.34672167,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2014,BUIC,TK,WHITE,Citation,21-801.1,Transportation Article,No,WHITE,F,POOLESVILLE,MD,MD,Q - Marked Laser,"(39.1282516666667, -77.3467216666667)"
7/12/2017,Jul-17,7:36:00,MCP,"1st district, Rockville",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 52 MPH IN A POSTED 30 MPH ZONE,WHITES FERRY RD @ SUGARLAND RD,39.12825167,-77.34672167,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,1997,TOYOTA,4S,RED,Citation,21-801.1,Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,Q - Marked Laser,"(39.1282516666667, -77.3467216666667)"
7/12/2017,Jul-17,6:33:00,MCP,"1st district, Rockville",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 50 MPH IN A POSTED 30 MPH ZONE,WHITES FERRY RD @ SUGARLAND RD,39.12823667,-77.346705,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2008,TOYT,TK,SILVER,Citation,21-801.1,Transportation Article,No,ASIAN,M,GERMANTOWN,MD,MD,Q - Marked Laser,"(39.1282366666667, -77.346705)"
7/12/2017,Jul-17,6:38:00,MCP,"1st district, Rockville",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 54 MPH IN A POSTED 30 MPH ZONE,WHITES FERRY RD @ SUGARLAND RD,39.12823667,-77.346705,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2013,TOYOTA,TK,BLACK,Citation,21-801.1,Transportation Article,No,WHITE,M,POOLESVILLE,MD,MD,Q - Marked Laser,"(39.1282366666667, -77.346705)"
7/12/2017,Jul-17,6:46:00,MCP,"1st district, Rockville",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 45 MPH IN A POSTED 30 MPH ZONE,WHITES FERRY RD @ SUGARLAND RD,39.12823667,-77.346705,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2013,TOYT,MV,SILVER,Citation,21-801.1,Transportation Article,No,ASIAN,M,POOLESVILLE,MD,MD,Q - Marked Laser,"(39.1282366666667, -77.346705)"
7/12/2017,Jul-17,6:51:00,MCP,"1st district, Rockville",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 47 MPH IN A POSTED 30 MPH ZONE,WHITES FERRY RD @ SUGARLAND RD,39.12823667,-77.346705,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,VA,02 - Automobile,2015,GMC,ACADIA,SILVER,Citation,21-801.1,Transportation Article,No,WHITE,M,LEESBURG,VA,VA,Q - Marked Laser,"(39.1282366666667, -77.346705)"
7/12/2017,Jul-17,7:04:00,MCP,"1st district, Rockville",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 47 MPH IN A POSTED 30 MPH ZONE,WHITES FERRY RD @ SUGARLAND RD,39.12823667,-77.346705,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2004,HOND,TK,TAN,Citation,21-801.1,Transportation Article,No,WHITE,M,POOLESVILLE,MD,MD,Q - Marked Laser,"(39.1282366666667, -77.346705)"
7/12/2017,Jul-17,7:09:00,MCP,"1st district, Rockville",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 50 MPH IN A POSTED 30 MPH ZONE,WHITES FERRY RD @ SUGARLAND RD,39.12823667,-77.346705,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2016,HONDA,VN,SILVER,Citation,21-801.1,Transportation Article,No,ASIAN,F,POOLESVILLE,MD,MD,Q - Marked Laser,"(39.1282366666667, -77.346705)"
7/12/2017,Jul-17,7:09:00,MCP,"1st district, Rockville",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,WHITES FERRY RD @ SUGARLAND RD,39.12823667,-77.346705,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2016,HONDA,VN,SILVER,Citation,13-409(b),Transportation Article,No,ASIAN,F,POOLESVILLE,MD,MD,Q - Marked Laser,"(39.1282366666667, -77.346705)"
7/12/2017,Jul-17,8:38:00,MCP,"1st district, Rockville",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 49 MPH IN A POSTED 40 MPH ZONE,I 370 INTO METRO,39.12803,-77.16128,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,05 - Light Duty Truck,2003,HONDA,PILOT,SILVER,Citation,21-801.1,Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,Q - Marked Laser,"(39.12803, -77.16128)"
7/12/2017,Jul-17,8:44:00,MCP,"1st district, Rockville",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 49 MPH IN A POSTED 40 MPH ZONE,I 370 INTO METRO,39.12803,-77.16128,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,05 - Light Duty Truck,2015,FORD,F150,"BLUE, DARK",Citation,21-801.1,Transportation Article,No,WHITE,M,ELKRIDGE,MD,MD,Q - Marked Laser,"(39.12803, -77.16128)"
7/12/2017,Jul-17,8:54:00,MCP,"1st district, Rockville",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 49 MPH IN A POSTED 40 MPH ZONE,I 370 INTO METRO,39.12803,-77.16128,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2004,LEXS,4S,SILVER,Citation,21-801.1,Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,Q - Marked Laser,"(39.12803, -77.16128)"
7/12/2017,Jul-17,9:17:00,MCP,"1st district, Rockville",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 49 MPH IN A POSTED 40 MPH ZONE,I 370 INTO METRO,39.12803,-77.16128,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,05 - Light Duty Truck,2008,JEEP,SUV,BLACK,Citation,21-801.1,Transportation Article,No,BLACK,M,CLARKSBURG,MD,DC,Q - Marked Laser,"(39.12803, -77.16128)"
7/12/2017,Jul-17,8:38:00,MCP,"1st district, Rockville",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,I 370 INTO METRO,39.12803,-77.16128,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,05 - Light Duty Truck,2003,HONDA,PILOT,SILVER,Warning,13-409(b),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,Q - Marked Laser,"(39.12803, -77.16128)"
7/12/2017,Jul-17,8:44:00,MCP,"1st district, Rockville",OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL,I 370 INTO METRO,39.12803,-77.16128,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,05 - Light Duty Truck,2015,FORD,F150,"BLUE, DARK",Warning,22-406(i1),Transportation Article,No,WHITE,M,ELKRIDGE,MD,MD,Q - Marked Laser,"(39.12803, -77.16128)"
7/12/2017,Jul-17,8:44:00,MCP,"1st district, Rockville",FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,I 370 INTO METRO,39.12803,-77.16128,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,05 - Light Duty Truck,2015,FORD,F150,"BLUE, DARK",Warning,16-116(a),Transportation Article,No,WHITE,M,ELKRIDGE,MD,MD,Q - Marked Laser,"(39.12803, -77.16128)"
7/12/2017,Jul-17,8:54:00,MCP,"1st district, Rockville",FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,I 370 INTO METRO,39.12803,-77.16128,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2004,LEXS,4S,SILVER,Warning,16-116(a),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,Q - Marked Laser,"(39.12803, -77.16128)"
7/12/2017,Jul-17,9:17:00,MCP,"1st district, Rockville",FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,I 370 INTO METRO,39.12803,-77.16128,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,05 - Light Duty Truck,2008,JEEP,SUV,BLACK,Warning,16-116(a),Transportation Article,No,BLACK,M,CLARKSBURG,MD,DC,Q - Marked Laser,"(39.12803, -77.16128)"
7/12/2017,Jul-17,9:17:00,MCP,"1st district, Rockville",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,I 370 INTO METRO,39.12803,-77.16128,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,05 - Light Duty Truck,2008,JEEP,SUV,BLACK,Warning,13-401(h),Transportation Article,No,BLACK,M,CLARKSBURG,MD,DC,Q - Marked Laser,"(39.12803, -77.16128)"
7/12/2017,Jul-17,9:17:00,MCP,"1st district, Rockville",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,I 370 INTO METRO,39.12803,-77.16128,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,05 - Light Duty Truck,2008,JEEP,SUV,BLACK,Warning,13-411(d),Transportation Article,No,BLACK,M,CLARKSBURG,MD,DC,Q - Marked Laser,"(39.12803, -77.16128)"
7/12/2017,Jul-17,8:44:00,MCP,"1st district, Rockville",WINDOW TINT,I 370 INTO METRO,39.12803,-77.16128,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,05 - Light Duty Truck,2015,FORD,F150,"BLUE, DARK",ESERO,61,,No,WHITE,M,ELKRIDGE,MD,MD,Q - Marked Laser,"(39.12803, -77.16128)"
7/12/2017,Jul-17,8:05:00,MCP,"1st district, Rockville",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 49 MPH IN A POSTED 40 MPH ZONE,I 370 INTO METRO,39.12798667,-77.16122,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,1998,AUDI,4S,WHITE,Citation,21-801.1,Transportation Article,No,HISPANIC,M,MONTGOMERY VILLAGE,MD,MD,Q - Marked Laser,"(39.1279866666667, -77.16122)"
7/12/2017,Jul-17,8:19:00,MCP,"1st district, Rockville",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 49 MPH IN A POSTED 40 MPH ZONE,I 370 INTO METRO,39.12798667,-77.16122,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,05 - Light Duty Truck,2016,JEEP,SUV,GRAY,Citation,21-801.1,Transportation Article,No,WHITE,F,ELLICOTT CITY,MD,MD,Q - Marked Laser,"(39.1279866666667, -77.16122)"
7/12/2017,Jul-17,8:28:00,MCP,"1st district, Rockville",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 49 MPH IN A POSTED 40 MPH ZONE,I 370 INTO METRO,39.12798667,-77.16122,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2015,SUBARU,WRX,"BLUE, DARK",Citation,21-801.1,Transportation Article,No,WHITE,M,CATONSVILLE,MD,MA,Q - Marked Laser,"(39.1279866666667, -77.16122)"
7/12/2017,Jul-17,8:28:00,MCP,"1st district, Rockville",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,I 370 INTO METRO,39.12798667,-77.16122,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2015,SUBARU,WRX,"BLUE, DARK",Warning,13-409(b),Transportation Article,No,WHITE,M,CATONSVILLE,MD,MA,Q - Marked Laser,"(39.1279866666667, -77.16122)"
7/12/2017,Jul-17,8:28:00,MCP,"1st district, Rockville",FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,I 370 INTO METRO,39.12798667,-77.16122,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2015,SUBARU,WRX,"BLUE, DARK",Warning,16-116(a),Transportation Article,No,WHITE,M,CATONSVILLE,MD,MA,Q - Marked Laser,"(39.1279866666667, -77.16122)"
7/12/2017,Jul-17,8:18:00,MCP,"1st district, Rockville",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 57 MPH IN A POSTED 40 MPH ZONE,SHADY GROVE METRO ENTR @ SHADY GROVE RD,39.12787833,-77.16116667,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2017,TOYOTA,TK,BLACK,Citation,21-801.1,Transportation Article,No,WHITE,F,OWINGS MILLS,MD,MD,Q - Marked Laser,"(39.1278783333333, -77.1611666666667)"
7/12/2017,Jul-17,8:19:00,MCP,"1st district, Rockville",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 57 MPH IN A POSTED 40 MPH ZONE,SHADY GROVE METRO ENTR @ SHADY GROVE RD,39.12787833,-77.16116667,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2015,TOYOTA,4H,BLUE,Citation,21-801.1,Transportation Article,No,WHITE,F,GERMANTOWN,MD,MD,Q - Marked Laser,"(39.1278783333333, -77.1611666666667)"
7/12/2017,Jul-17,8:27:00,MCP,"1st district, Rockville",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 56 MPH IN A POSTED 40 MPH ZONE,SHADY GROVE METRO ENTR @ SHADY GROVE RD,39.12787833,-77.16116667,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2016,NISSANS,4S,BLUE,Citation,21-801.1,Transportation Article,No,BLACK,F,ROCKVILLE,MD,MD,Q - Marked Laser,"(39.1278783333333, -77.1611666666667)"
7/12/2017,Jul-17,8:27:00,MCP,"1st district, Rockville",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,SHADY GROVE METRO ENTR @ SHADY GROVE RD,39.12787833,-77.16116667,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2016,NISSANS,4S,BLUE,Citation,13-409(b),Transportation Article,No,BLACK,F,ROCKVILLE,MD,MD,Q - Marked Laser,"(39.1278783333333, -77.1611666666667)"
7/12/2017,Jul-17,8:32:00,MCP,"1st district, Rockville",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 56 MPH IN A POSTED 40 MPH ZONE,SHADY GROVE METRO ENTR @ SHADY GROVE RD,39.12787833,-77.16116667,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,NJ,02 - Automobile,2006,HONDA,4S,BLACK,Citation,21-801.1,Transportation Article,No,OTHER,M,FORDS,NJ,NJ,Q - Marked Laser,"(39.1278783333333, -77.1611666666667)"
7/12/2017,Jul-17,8:39:00,MCP,"1st district, Rockville",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 55 MPH IN A POSTED 40 MPH ZONE,SHADY GROVE METRO ENTR @ SHADY GROVE RD,39.12787833,-77.16116667,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,VA,02 - Automobile,2010,KIA,2D,BLACK,Citation,21-801.1,Transportation Article,No,OTHER,F,GAITHERSBURG,MD,MD,Q - Marked Laser,"(39.1278783333333, -77.1611666666667)"
7/12/2017,Jul-17,8:44:00,MCP,"1st district, Rockville",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 60 MPH IN A POSTED 40 MPH ZONE,SHADY GROVE METRO ENTR @ SHADY GROVE RD,39.12787833,-77.16116667,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2015,HOND,4S,WHITE,Citation,21-801.1,Transportation Article,No,OTHER,M,ROCKVILLE,MD,MD,Q - Marked Laser,"(39.1278783333333, -77.1611666666667)"
7/12/2017,Jul-17,8:48:00,MCP,"1st district, Rockville",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 58 MPH IN A POSTED 40 MPH ZONE,SHADY GROVE METRO ENTR @ SHADY GROVE RD,39.12787833,-77.16116667,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2003,TOYT,4S,SILVER,Citation,21-801.1,Transportation Article,No,ASIAN,M,GERMANTOWN,MD,MD,Q - Marked Laser,"(39.1278783333333, -77.1611666666667)"
7/12/2017,Jul-17,8:53:00,MCP,"1st district, Rockville",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 55 MPH IN A POSTED 40 MPH ZONE,SHADY GROVE METRO ENTR @ SHADY GROVE RD,39.12787833,-77.16116667,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2015,HONDA,4S,BLUE,Citation,21-801.1,Transportation Article,No,BLACK,F,GERMANTOWN,MD,MD,Q - Marked Laser,"(39.1278783333333, -77.1611666666667)"
7/12/2017,Jul-17,8:53:00,MCP,"1st district, Rockville",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,SHADY GROVE METRO ENTR @ SHADY GROVE RD,39.12787833,-77.16116667,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2015,HONDA,4S,BLUE,Citation,16-101(a),Transportation Article,No,BLACK,F,GERMANTOWN,MD,MD,Q - Marked Laser,"(39.1278783333333, -77.1611666666667)"
7/12/2017,Jul-17,9:12:00,MCP,"1st district, Rockville",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 62 MPH IN A POSTED 40 MPH ZONE,SHADY GROVE METRO ENTR @ SHADY GROVE RD,39.12787833,-77.16116667,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,IN,02 - Automobile,2016,HYUNDAI,4S,WHITE,Citation,21-801.1,Transportation Article,No,WHITE,M,GARRETT,IN,IN,Q - Marked Laser,"(39.1278783333333, -77.1611666666667)"
7/12/2017,Jul-17,9:15:00,MCP,"1st district, Rockville",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 62 MPH IN A POSTED 40 MPH ZONE,SHADY GROVE METRO ENTR @ SHADY GROVE RD,39.12787833,-77.16116667,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2008,HOND,VN,SILVER,Citation,21-801.1,Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,Q - Marked Laser,"(39.1278783333333, -77.1611666666667)"
7/12/2017,Jul-17,9:19:00,MCP,"1st district, Rockville",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 58 MPH IN A POSTED 40 MPH ZONE,SHADY GROVE METRO ENTR @ SHADY GROVE RD,39.12787833,-77.16116667,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,PA,02 - Automobile,2016,SUBA,4S,BLUE,Citation,21-801.1,Transportation Article,No,WHITE,M,WHITEHALL,PA,PA,Q - Marked Laser,"(39.1278783333333, -77.1611666666667)"
7/12/2017,Jul-17,3:05:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,I-270/SAM EIG HIGHWAY,39.127765,-77.20345833,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2014,MERC,SPRINTER,WHITE,Warning,21-801(a),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.127765, -77.2034583333333)"
7/12/2017,Jul-17,18:54:00,MCP,"4th district, Wheaton",FAILURE OF DRIVER DRIVING BELOW NORMAL SPEED OF TRAFFIC TO KEEP RIGHT,E/B 200 @ 6.2,39.12637167,-77.11069667,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2011,VW,JETTA,SILVER,Warning,21-301(b),Transportation Article,No,BLACK,M,WALDORF,MD,MD,A - Marked Patrol,"(39.1263716666667, -77.1106966666667)"
7/12/2017,Jul-17,16:10:00,MCP,"1st district, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,EB 370 @ SHADY GROVE METRO ENTRANCE,39.124795,-77.161225,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,05 - Light Duty Truck,2012,LEXS,TK,BLACK,Warning,21-801.1,Transportation Article,No,WHITE,F,FREDERICK,MD,MD,G - Marked Moving Radar (Stationary),"(39.124795, -77.161225)"
7/12/2017,Jul-17,15:56:00,MCP,"1st district, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,EB 370 @ SHADY GROVE METRO ENTRANCE,39.12473667,-77.16133167,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,05 - Light Duty Truck,2016,TOYT,SUV,GRAY,Warning,21-801.1,Transportation Article,No,WHITE,F,GAITHERSBURG,MD,MD,G - Marked Moving Radar (Stationary),"(39.1247366666667, -77.1613316666667)"
7/12/2017,Jul-17,15:13:00,MCP,"1st district, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,EB 370 @ SHADY GROVE METRO ENTRANCE,39.12466167,-77.16135,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,05 - Light Duty Truck,2013,FORD,TK,RED,Warning,21-801.1,Transportation Article,No,WHITE,F,GAITHERSBURG,MD,MD,G - Marked Moving Radar (Stationary),"(39.1246616666667, -77.16135)"
7/12/2017,Jul-17,15:47:00,MCP,"1st district, Rockville",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 49 MPH IN A POSTED 40 MPH ZONE,EB 370 @ SHADY GROVE METRO ENTRANCE,39.124645,-77.16143,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2012,TOYT,4DR,GRAY,Citation,21-801.1,Transportation Article,No,WHITE,M,DERWOOD,MD,MD,G - Marked Moving Radar (Stationary),"(39.124645, -77.16143)"
7/12/2017,Jul-17,10:37:00,MCP,"1st district, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,ENT SHADY GROVE METRO/SHADY GROVE,39.12448833,-77.16151,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,05 - Light Duty Truck,2017,HOND,SUV,GRAY,Warning,21-801.1,Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,G - Marked Moving Radar (Stationary),"(39.1244883333333, -77.16151)"
7/12/2017,Jul-17,15:01:00,MCP,"1st district, Rockville",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 49 MPH IN A POSTED 40 MPH ZONE,EB 370 @ SHADY GROVE METRO ENTRANCE,39.12422667,-77.16177667,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2004,TOYT,4S,SILVER,Citation,21-801.1,Transportation Article,No,HISPANIC,M,FREDERICK,MD,MD,G - Marked Moving Radar (Stationary),"(39.1242266666667, -77.1617766666667)"
7/12/2017,Jul-17,9:06:00,MCP,"1st district, Rockville",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 49 MPH IN A POSTED 40 MPH ZONE,WHITES FERRY RD W/B @ MORROW RD,39.12409667,-77.37190667,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2006,TOYOT,COROLL,WHITE,Citation,21-801.1,Transportation Article,No,HISPANIC,F,GAITHERSBURG,MD,MD,I - Marked Moving Radar (Moving),"(39.1240966666667, -77.3719066666667)"
